Date,Open,High,Low,Close,Adj Close ,Volume
"Sep 26, 2024",165.03,165.5,163.5,163.83,163.46,18234500
"Sep 25, 2024",162.97,164.22,162.77,162.99,162.62,13607900
"Sep 24, 2024",164.25,164.55,162.03,163.64,163.27,18774100
"Sep 23, 2024",165.34,166.61,162.95,163.07,162.7,15648400
"Sep 20, 2024",164.52,164.75,163.18,164.64,164.27,46362700
"Sep 19, 2024",164.82,164.99,162.52,163.24,162.87,17548200
"Sep 18, 2024",160.85,161.63,159.66,160.81,160.44,16756500
"Sep 17, 2024",160.09,161.59,159.41,160.28,159.92,12064800
"Sep 16, 2024",158.33,159.24,157.61,158.99,158.63,14157600
"Sep 13, 2024",156.36,159.27,156.11,158.37,158.01,16733900
"Sep 12, 2024",154.81,155.61,153.5,155.54,155.19,21024100
"Sep 11, 2024",151.09,152.48,148.7,152.15,151.8,18991500
"Sep 10, 2024",151.45,152.3,149.54,150.01,149.67,20401800
"Sep 9, 2024",153.63,154.64,148.2,149.54,149.2,28057700
"Sep 6, 2024",158.69,159.22,151.93,152.13,151.59,24999100
"Sep 5, 2024",157.78,161.01,157.52,158.6,158.03,14139500
"Sep 4, 2024",158.07,160.4,157.44,157.81,157.24,17410700
"Sep 3, 2024",163.32,163.38,157.85,158.61,158.04,26533100
"Aug 30, 2024",164.22,165.28,163.41,165.11,164.52,18498800
"Aug 29, 2024",166.06,167.63,161.98,163.4,162.81,17133800
"Aug 28, 2024",166.78,167.39,163.28,164.5,163.91,15208700
"Aug 27, 2024",167.61,168.24,166.16,166.38,165.78,13718200
"Aug 26, 2024",168.15,169.38,166.32,167.93,167.33,11990300
"Aug 23, 2024",166.55,167.95,165.66,167.43,166.83,14281600
"Aug 22, 2024",169.04,169.42,165.03,165.49,164.9,19123800
"Aug 21, 2024",166.99,168.64,166.57,167.63,167.03,15269600
"Aug 20, 2024",168.74,170.41,168.66,168.96,168.35,12622500
"Aug 19, 2024",167,168.47,166.09,168.4,167.8,13100800
"Aug 16, 2024",163.41,166.95,163.08,164.74,164.15,16853100
"Aug 15, 2024",162.21,163.52,161.49,163.17,162.59,18392500
"Aug 14, 2024",164.21,164.96,159.53,162.03,161.45,22515900
"Aug 13, 2024",165.18,166.54,164.77,165.93,165.34,12717600
"Aug 12, 2024",165.99,166.7,163.55,163.95,163.36,12435000
"Aug 9, 2024",161.65,165.52,160.93,165.39,164.8,13549200
"Aug 8, 2024",162.34,165.5,162.03,163.84,163.25,15733600
"Aug 7, 2024",163.24,164.79,160.24,160.75,160.17,19334200
"Aug 6, 2024",160.95,162.35,158.13,160.54,159.97,36146500
"Aug 5, 2024",157.37,165.94,156.6,160.64,160.06,34907800
"Aug 2, 2024",168.19,170.21,166.39,168.4,167.8,18907800
"Aug 1, 2024",171.98,175.68,170.51,172.45,171.83,17177800
"Jul 31, 2024",174.92,175.91,171.72,173.15,172.53,15650200
"Jul 30, 2024",171.83,172.95,170.12,171.86,171.24,13681400
"Jul 29, 2024",170.5,172.16,169.72,171.13,170.52,13768900
"Jul 26, 2024",168.77,169.84,165.87,168.68,168.08,25150100
"Jul 25, 2024",174.25,175.2,169.05,169.16,168.55,28967900
"Jul 24, 2024",175.39,177.95,173.57,174.37,173.75,31250700
"Jul 23, 2024",183.84,185.22,183.33,183.6,182.94,23772600
"Jul 22, 2024",182.35,184.3,181.9,183.35,182.69,16303900
"Jul 19, 2024",180.37,181.97,178.86,179.39,178.75,14485900
"Jul 18, 2024",183.54,184.05,178.21,179.22,178.58,17877200
"Jul 17, 2024",184.68,185.23,181.62,182.62,181.97,17376600
"Jul 16, 2024",188.96,190.34,185.12,185.5,184.84,12760100
"Jul 15, 2024",186.49,189.9,186.49,188.19,187.52,12186000
"Jul 12, 2024",186.92,188.69,186.14,186.78,186.11,14449100
"Jul 11, 2024",191.34,192.41,186.82,187.3,186.63,16452000
"Jul 10, 2024",190.75,193.31,190.62,192.66,191.97,12052900
"Jul 9, 2024",191.75,192.86,190.23,190.44,189.76,10198500
"Jul 8, 2024",191.37,191.68,189.32,190.48,189.8,12097600
"Jul 5, 2024",187.32,192.26,187.32,191.96,191.27,14303400
"Jul 3, 2024",186.3,187.62,185.38,187.39,186.72,7409100
"Jul 2, 2024",183.47,186.95,183.06,186.61,185.94,12555500
"Jul 1, 2024",184.48,185.34,182.73,184.49,183.83,11815900
"Jun 28, 2024",185.72,186.58,183.32,183.42,182.76,23032400
"Jun 27, 2024",185.65,187.5,185.45,186.86,186.19,13025700
"Jun 26, 2024",184.2,185.93,183.99,185.37,184.71,13375700
"Jun 25, 2024",181.15,185.75,181.1,185.58,184.92,18917700
"Jun 24, 2024",181.28,182.08,180.23,180.79,180.14,18198300
"Jun 21, 2024",178.49,182.51,178.06,180.26,179.61,59728000
"Jun 20, 2024",176.71,178.74,176.46,177.71,177.07,16753200
"Jun 18, 2024",178.79,178.91,175.62,176.45,175.82,15640300
"Jun 17, 2024",176.98,179.92,176.49,178.78,178.14,15272900
"Jun 14, 2024",175.85,178.73,175.85,178.37,177.73,12361600
"Jun 13, 2024",177.84,178.51,176.66,176.74,176.11,15956900
"Jun 12, 2024",179.75,182.08,177.78,179.56,178.92,18600400
"Jun 11, 2024",177.72,178.39,175.44,178.19,177.55,14402400
"Jun 10, 2024",176.45,178.47,174.38,176.63,176,17122200
"Jun 7, 2024",178.46,179.42,175.79,175.95,175.12,14716300
"Jun 6, 2024",177.43,178.71,177.21,178.35,177.51,14255800
"Jun 5, 2024",176.54,177.97,175.29,177.07,176.24,15233900
"Jun 4, 2024",174.45,175.19,173.22,175.13,174.3,14066600
"Jun 3, 2024",173.88,175.86,172.45,174.42,173.6,20742800
"May 31, 2024",173.4,174.42,170.97,173.96,173.14,28085200
"May 30, 2024",176.69,176.69,173.23,173.56,172.74,18844000
"May 29, 2024",176.81,178.23,176.26,177.4,176.56,15023800
"May 28, 2024",175.74,178.51,175.68,178.02,177.18,15655300
"May 24, 2024",176.52,177.3,175.2,176.33,175.5,11400600
"May 23, 2024",178.78,179.91,174.54,175.06,174.23,14928400
"May 22, 2024",178.4,178.85,176.78,178,177.16,16189400
"May 21, 2024",178.4,179.82,177.31,179.54,178.69,14706000
"May 20, 2024",177.31,179.95,177.23,178.46,177.62,17495100
"May 17, 2024",175.55,177.49,174.98,177.29,176.45,16546400
"May 16, 2024",174.6,176.34,174.05,175.43,174.6,17247300
"May 15, 2024",172.3,174.05,172.03,173.88,173.06,20958200
"May 14, 2024",171.59,172.78,170.42,171.93,171.12,18729500
"May 13, 2024",165.85,170.95,165.76,170.9,170.09,19648600
"May 10, 2024",169.69,171.34,167.91,170.29,169.49,18740500
"May 9, 2024",171.15,172.44,169.93,171.58,170.77,11937700
"May 8, 2024",170.75,171.91,170.52,171.16,170.35,14569900
"May 7, 2024",170.12,173.47,170,172.98,172.16,21102400
"May 6, 2024",169.22,169.9,167.89,169.83,169.03,15147900
"May 3, 2024",169.54,169.85,164.98,168.99,168.19,22767100
"May 2, 2024",166.67,168.53,165.69,168.46,167.67,17041100
"May 1, 2024",166.18,168.81,164.9,165.57,164.79,25223200
"Apr 30, 2024",167.38,169.87,164.5,164.64,163.86,29420800
"Apr 29, 2024",170.77,171.38,167.06,167.9,167.11,35914600
"Apr 26, 2024",175.99,176.42,171.4,173.69,172.87,56500800
"Apr 25, 2024",153.36,158.28,152.77,157.95,157.21,36197800
"Apr 24, 2024",159.09,161.39,158.82,161.1,160.34,19485700
"Apr 23, 2024",158.59,160.48,157.96,159.92,159.17,16115400
"Apr 22, 2024",156.01,159.18,155.66,157.95,157.21,17243900
"Apr 19, 2024",157.75,157.99,153.91,155.72,154.99,20063900
"Apr 18, 2024",156.93,158.49,156.21,157.46,156.72,14016100
